alpha,gb_n_estimators,gb_max_features,gb_max_samples,gb_learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
10.0,100.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506562,0.535446,0.535446,0.546575,0.530143,0.530143,694275412604684.1,707350259317069.5,707350259317069.5,866.11,19260817.0,0.522902,0.560797,0.560797
10.0,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.502432,0.528046,0.528046,0.548857,0.534349,0.534349,725116882854941.5,743686337678277.2,743686337678277.2,862.35,19260817.0,0.521315,0.567086,0.567086
10.0,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.504336,0.532563,0.532563,0.547806,0.531786,0.531786,723217949475766.5,738608373018305.8,738608373018305.8,868.75,19260817.0,0.529705,0.557652,0.557652
0.01,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.504794,0.532359,0.532359,0.547553,0.531902,0.531902,712803029241044.8,729526773537662.4,729526773537662.4,869.75,19260817.0,0.521542,0.57652,0.57652
1.0,50.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.490331,0.515673,0.515673,0.555492,0.541308,0.541308,778613007554295.4,805390443645071.2,805390443645071.2,228.72,19260817.0,0.538549,0.56499,0.56499
1.0,100.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506381,0.534686,0.534686,0.546675,0.530577,0.530577,696091318509765.9,710251303255122.0,710251303255122.0,885.24,19260817.0,0.523129,0.560797,0.560797
1.0,100.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.50476,0.532276,0.532276,0.547572,0.531949,0.531949,712258744659417.9,728999583919895.8,728999583919895.8,873.65,19260817.0,0.520862,0.57652,0.57652
1.0,100.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506562,0.535446,0.535446,0.546575,0.530143,0.530143,694275412604684.1,707350259317069.5,707350259317069.5,876.65,19260817.0,0.522902,0.560797,0.560797
1.0,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.502432,0.528046,0.528046,0.548857,0.534349,0.534349,725116882854941.5,743686337678277.2,743686337678277.2,872.24,19260817.0,0.521315,0.567086,0.567086
1.0,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.504336,0.532563,0.532563,0.547806,0.531786,0.531786,723217949475766.5,738608373018305.8,738608373018305.8,878.89,19260817.0,0.529705,0.557652,0.557652
0.0001,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405821,0.427167,0.427167,0.59978,0.588694,0.588694,914803234178431.2,956226830555350.0,956226830555350.0,62.42,19260817.0,0.55873,0.585954,0.585954
0.0001,25.0,0.4,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.496284,0.520578,0.520578,0.552238,0.53856,0.53856,785389136109248.9,812306693885581.6,812306693885581.6,62.26,19260817.0,0.533107,0.559748,0.559748
0.0001,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.382999,0.403082,0.403082,0.61119,0.600942,0.600942,922403221346243.6,963069116588238.0,963069116588238.0,60.92,19260817.0,0.552834,0.540881,0.540881
0.0001,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.393389,0.415398,0.415398,0.606022,0.59471,0.59471,910163789272306.6,942290077627826.8,942290077627826.8,62.29,19260817.0,0.551927,0.556604,0.556604
0.01,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405821,0.427167,0.427167,0.59978,0.588694,0.588694,914803234178431.2,956226830555350.0,956226830555350.0,62.49,19260817.0,0.55873,0.585954,0.585954
0.0001,25.0,0.55,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.447191,0.469819,0.469819,0.578523,0.566353,0.566353,828572594969158.4,864487173246383.4,864487173246383.4,63.68,19260817.0,0.548753,0.582809,0.582809
0.0001,25.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405608,0.426851,0.426851,0.599887,0.588856,0.588856,914525538969098.4,956030302944385.6,956030302944385.6,62.63,19260817.0,0.558957,0.585954,0.585954
0.0001,25.0,0.4,0.55,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.496073,0.520266,0.520266,0.552353,0.538736,0.538736,787430010675428.4,814637005481305.1,814637005481305.1,62.6,19260817.0,0.533107,0.566038,0.566038
0.0001,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.382425,0.402459,0.402459,0.611474,0.601255,0.601255,925051588266739.2,965865787288713.2,965865787288713.2,61.38,19260817.0,0.552834,0.540881,0.540881
0.0001,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.393127,0.415117,0.415117,0.606153,0.594853,0.594853,911794106335341.6,944156090015485.0,944156090015485.0,62.67,19260817.0,0.552154,0.556604,0.556604
1.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405499,0.426811,0.426811,0.599943,0.588876,0.588876,914949167970699.4,956415410738915.2,956415410738915.2,63.04,19260817.0,0.558277,0.585954,0.585954
10.0,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.446981,0.469577,0.469577,0.578633,0.566482,0.566482,828469206684028.5,864370646873756.5,864370646873756.5,64.24,19260817.0,0.549433,0.585954,0.585954
10.0,25.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.495884,0.520078,0.520078,0.552457,0.538841,0.538841,787251791204771.4,814539556359438.2,814539556359438.2,62.85,19260817.0,0.533333,0.566038,0.566038
10.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.381932,0.402025,0.402025,0.611718,0.601474,0.601474,925534335657274.8,966340372754768.0,966340372754768.0,61.76,19260817.0,0.554422,0.540881,0.540881
10.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.392867,0.414886,0.414886,0.606283,0.594971,0.594971,912234875529717.2,944529616532651.2,944529616532651.2,63.04,19260817.0,0.552381,0.556604,0.556604
0.01,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405499,0.426811,0.426811,0.599943,0.588876,0.588876,914949167970699.4,956415410738915.2,956415410738915.2,62.82,19260817.0,0.558277,0.585954,0.585954
1.0,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.446981,0.469577,0.469577,0.578633,0.566482,0.566482,828469206684028.5,864370646873756.5,864370646873756.5,63.9,19260817.0,0.549433,0.585954,0.585954
1.0,25.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405608,0.426851,0.426851,0.599887,0.588856,0.588856,914525538969098.4,956030302944385.6,956030302944385.6,62.79,19260817.0,0.558957,0.585954,0.585954
1.0,25.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.495884,0.520078,0.520078,0.552457,0.538841,0.538841,787251791204771.4,814539556359438.2,814539556359438.2,62.88,19260817.0,0.533333,0.566038,0.566038
1.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.381932,0.402025,0.402025,0.611718,0.601474,0.601474,925534335657274.8,966340372754768.0,966340372754768.0,61.93,19260817.0,0.554422,0.540881,0.540881
1.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.392867,0.414886,0.414886,0.606283,0.594971,0.594971,912234875529717.2,944529616532651.2,944529616532651.2,63.45,19260817.0,0.552381,0.556604,0.556604
10.0,50.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.501524,0.527788,0.527788,0.549358,0.534495,0.534495,722125358087371.8,742709588666967.9,742709588666967.9,236.7,19260817.0,0.522222,0.561845,0.561845
10.0,25.0,0.7,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.495883,0.522636,0.522636,0.552458,0.537403,0.537403,734777793966682.2,757814303843114.2,757814303843114.2,65.75,19260817.0,0.529478,0.584906,0.584906
10.0,25.0,0.55,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.447008,0.469554,0.469554,0.578619,0.566495,0.566495,828242674025469.6,864208570300043.1,864208570300043.1,64.4,19260817.0,0.549433,0.585954,0.585954
10.0,25.0,0.55,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.504582,0.531214,0.531214,0.54767,0.532553,0.532553,718733343216659.5,737024208595227.8,737024208595227.8,64.6,19260817.0,0.527438,0.56499,0.56499
10.0,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.505862,0.533246,0.533246,0.546963,0.531397,0.531397,684574484165159.4,699183339854776.8,699183339854776.8,63.92,19260817.0,0.519048,0.575472,0.575472
10.0,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.444706,0.468191,0.468191,0.579822,0.567222,0.567222,849050491331064.8,881290137293829.9,881290137293829.9,64.68,19260817.0,0.545805,0.581761,0.581761
0.0001,50.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.490331,0.515673,0.515673,0.555492,0.541308,0.541308,778613007554295.4,805390443645071.2,805390443645071.2,231.98,19260817.0,0.538549,0.56499,0.56499
0.0001,100.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506381,0.534686,0.534686,0.546675,0.530577,0.530577,696091318509765.9,710251303255122.0,710251303255122.0,901.07,19260817.0,0.523129,0.560797,0.560797
0.0001,100.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506562,0.535446,0.535446,0.546575,0.530143,0.530143,694275412604684.1,707350259317069.5,707350259317069.5,887.55,19260817.0,0.522902,0.560797,0.560797
0.0001,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.502432,0.528046,0.528046,0.548857,0.534349,0.534349,725116882854941.5,743686337678277.2,743686337678277.2,884.64,19260817.0,0.521315,0.567086,0.567086
0.0001,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.504336,0.532563,0.532563,0.547806,0.531786,0.531786,723217949475766.5,738608373018305.8,738608373018305.8,891.1,19260817.0,0.529705,0.557652,0.557652
0.0001,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.446981,0.469577,0.469577,0.578633,0.566482,0.566482,828469206684028.5,864370646873756.5,864370646873756.5,65.65,19260817.0,0.549433,0.585954,0.585954
0.0001,25.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.495884,0.520078,0.520078,0.552457,0.538841,0.538841,787251791204771.4,814539556359438.2,814539556359438.2,63.57,19260817.0,0.533333,0.566038,0.566038
0.0001,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.381932,0.402025,0.402025,0.611718,0.601474,0.601474,925534335657274.8,966340372754768.0,966340372754768.0,62.92,19260817.0,0.554422,0.540881,0.540881
0.0001,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.392867,0.414886,0.414886,0.606283,0.594971,0.594971,912234875529717.2,944529616532651.2,944529616532651.2,63.66,19260817.0,0.552381,0.556604,0.556604
0.01,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.446981,0.469577,0.469577,0.578633,0.566482,0.566482,828469206684028.5,864370646873756.5,864370646873756.5,65.09,19260817.0,0.549433,0.585954,0.585954
0.0001,50.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.501524,0.527788,0.527788,0.549358,0.534495,0.534495,722125358087371.8,742709588666967.9,742709588666967.9,238.05,19260817.0,0.522222,0.561845,0.561845
0.0001,25.0,0.7,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.495883,0.522636,0.522636,0.552458,0.537403,0.537403,734777793966682.2,757814303843114.2,757814303843114.2,66.63,19260817.0,0.529478,0.584906,0.584906
0.0001,25.0,0.55,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.447008,0.469554,0.469554,0.578619,0.566495,0.566495,828242674025469.6,864208570300043.1,864208570300043.1,64.87,19260817.0,0.549433,0.585954,0.585954
0.0001,25.0,0.55,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.504582,0.531214,0.531214,0.54767,0.532553,0.532553,718733343216659.5,737024208595227.8,737024208595227.8,65.23,19260817.0,0.527438,0.56499,0.56499
