n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
50.0,24.0,0.7,0.7,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.33778,0.159136,0.159136,0.63319,0.713244,0.713244,1191440286895135.8,1218135379733708.0,1218135379733708.0,198.6,19260817.0,2.0,0.740136,0.571279,0.571279
50.0,24.0,0.7,0.7,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.999874,0.041153,0.041153,0.008745,0.76164,0.76164,23950288641590.06,991234483321745.2,991234483321745.2,220.38,19260817.0,2.0,0.833333,0.516771,0.516771
50.0,24.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.974139,0.520979,0.520979,0.125129,0.538335,0.538335,89160113310863.88,542388116271583.1,542388116271583.1,202.03,19260817.0,2.0,0.833333,0.57652,0.57652
50.0,24.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.975598,0.519267,0.519267,0.121546,0.539296,0.539296,90588148483685.78,557616486430854.6,557616486430854.6,227.67,19260817.0,2.0,0.833333,0.581761,0.581761
20.0,24.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.885316,0.497142,0.497142,0.263503,0.551566,0.551566,282949717019840.2,589970112727169.4,589970112727169.4,76.86,19260817.0,2.0,0.817007,0.57652,0.57652
25.0,12.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.736974,0.54604,0.54604,0.399055,0.524063,0.524063,343385862194013.6,514996126085142.2,514996126085142.2,42.74,19260817.0,2.0,0.631746,0.569182,0.569182
25.0,48.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.956015,0.502033,0.502033,0.163188,0.548878,0.548878,182089831721656.6,590230905037025.1,590230905037025.1,211.15,19260817.0,2.0,0.83424,0.593291,0.593291
25.0,24.0,0.55,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.900957,0.510911,0.510911,0.244875,0.543963,0.543963,220403079740082.25,554211004140314.9,554211004140314.9,102.07,19260817.0,2.0,0.81746,0.572327,0.572327
25.0,24.0,0.85,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.935396,0.512153,0.512153,0.197771,0.543271,0.543271,180096829295934.5,556272132080547.6,556272132080547.6,100.3,19260817.0,2.0,0.827211,0.585954,0.585954
25.0,24.0,0.7,0.55,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.905633,0.499703,0.499703,0.239026,0.55016,0.55016,217137475511080.72,577020128992058.1,577020128992058.1,84.92,19260817.0,2.0,0.827664,0.584906,0.584906
25.0,24.0,0.7,0.85,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.93047,0.51018,0.51018,0.205173,0.544369,0.544369,186026172774153.97,538127348616403.4,538127348616403.4,114.81,19260817.0,2.0,0.821995,0.552411,0.552411
25.0,24.0,0.7,0.7,1e-06,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.921109,0.509098,0.509098,0.218548,0.54497,0.54497,198084496627715.5,557826276784800.5,557826276784800.5,101.52,19260817.0,2.0,0.823583,0.581761,0.581761
25.0,24.0,0.7,0.7,0.01,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.920256,0.511213,0.511213,0.219727,0.543795,0.543795,199926338613229.28,554797904130457.94,554797904130457.94,102.86,19260817.0,2.0,0.824036,0.599581,0.599581
25.0,24.0,0.7,0.7,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.037472,-0.067459,-0.067459,0.763379,0.80362,0.80362,1526281548734181.8,1532013681436294.0,1532013681436294.0,106.87,19260817.0,2.0,0.645805,0.467505,0.467505
25.0,24.0,0.7,0.7,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.99597,0.046889,0.046889,0.049395,0.759359,0.759359,99313381947716.72,953438814642463.6,953438814642463.6,114.69,19260817.0,2.0,0.833333,0.523061,0.523061
25.0,24.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.915769,0.515807,0.515807,0.225824,0.541233,0.541233,199300740690285.88,543901661213444.56,543901661213444.56,102.73,19260817.0,2.0,0.822222,0.573375,0.573375
25.0,24.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.915126,0.509539,0.509539,0.226684,0.544725,0.544725,201404631197248.38,557726912522460.1,557726912522460.1,109.65,19260817.0,2.0,0.823129,0.590147,0.590147
100.0,12.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.841704,0.5322,0.5322,0.309577,0.531992,0.531992,231178089825150.8,497695831593410.3,497695831593410.3,174.99,19260817.0,2.0,0.738095,0.561845,0.561845
100.0,48.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.999871,0.511866,0.511866,0.008839,0.543432,0.543432,13927601002174.045,612256426678807.5,612256426678807.5,1052.4,19260817.0,2.0,0.833333,0.603774,0.603774
100.0,24.0,0.55,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.989433,0.509229,0.509229,0.079987,0.544897,0.544897,82112746172616.6,589182666412013.9,589182666412013.9,425.85,19260817.0,2.0,0.833333,0.590147,0.590147
100.0,24.0,0.85,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.998399,0.514998,0.514998,0.031134,0.541685,0.541685,28065917485336.17,581379418519874.5,581379418519874.5,456.02,19260817.0,2.0,0.833333,0.590147,0.590147
100.0,24.0,0.7,0.55,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.99516,0.514718,0.514718,0.054134,0.541841,0.541841,57937257921907.93,615598386674337.6,615598386674337.6,384.82,19260817.0,2.0,0.833333,0.583857,0.583857
100.0,24.0,0.7,0.85,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.99638,0.501904,0.501904,0.046813,0.548949,0.548949,42068749229962.16,558321695638969.5,558321695638969.5,508.55,19260817.0,2.0,0.833333,0.5587,0.5587
100.0,24.0,0.7,0.7,1e-06,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.99573,0.510363,0.510363,0.050844,0.544268,0.544268,48708461372348.5,586038936259297.1,586038936259297.1,433.3,19260817.0,2.0,0.833333,0.590147,0.590147
100.0,24.0,0.7,0.7,0.01,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.994245,0.512667,0.512667,0.059028,0.542985,0.542985,74369395173051.23,580723496583723.5,580723496583723.5,443.27,19260817.0,2.0,0.833333,0.600629,0.600629
100.0,24.0,0.7,0.7,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.668238,0.392235,0.392235,0.448174,0.606377,0.606377,729076708675392.8,842702246759171.4,842702246759171.4,403.98,19260817.0,2.0,0.797732,0.556604,0.556604
100.0,24.0,0.7,0.7,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.999974,0.04106,0.04106,0.003964,0.761677,0.761677,12157661405632.896,993313214154488.8,993313214154488.8,444.51,19260817.0,2.0,0.833333,0.516771,0.516771
100.0,24.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.996032,0.516733,0.516733,0.049012,0.540715,0.540715,46022346082966.97,573850297289946.5,573850297289946.5,437.51,19260817.0,2.0,0.833333,0.584906,0.584906
100.0,24.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.996264,0.516442,0.516442,0.047562,0.540878,0.540878,47505782867147.09,586231585093235.1,586231585093235.1,473.69,19260817.0,2.0,0.833333,0.590147,0.590147
50.0,96.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.996159,0.51134,0.51134,0.048226,0.543724,0.543724,40755266698539.98,601262097294872.0,601262097294872.0,665.95,19260817.0,2.0,0.833333,0.587002,0.587002
50.0,48.0,0.55,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.98957,0.506853,0.506853,0.079466,0.546215,0.546215,76548690004548.11,611911931961967.4,611911931961967.4,458.87,19260817.0,2.0,0.833333,0.556604,0.556604
50.0,48.0,0.85,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.998026,0.516311,0.516311,0.034572,0.540952,0.540952,27336734040906.54,588524555144344.5,588524555144344.5,478.01,19260817.0,2.0,0.833333,0.619497,0.619497
50.0,48.0,0.7,0.55,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.994789,0.506782,0.506782,0.056166,0.546254,0.546254,53743357426903.75,637312862788849.1,637312862788849.1,392.13,19260817.0,2.0,0.833333,0.573375,0.573375
50.0,48.0,0.7,0.85,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.99592,0.506258,0.506258,0.0497,0.546544,0.546544,38157127847812.1,562688301912603.8,562688301912603.8,538.61,19260817.0,2.0,0.833333,0.578616,0.578616
50.0,48.0,0.7,0.7,1e-06,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.995537,0.510358,0.510358,0.051984,0.54427,0.54427,44048666292162.98,599830400716614.8,599830400716614.8,477.27,19260817.0,2.0,0.833333,0.59434,0.59434
50.0,48.0,0.7,0.7,0.01,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.994171,0.511591,0.511591,0.059404,0.543584,0.543584,77473459302766.64,594066069342692.1,594066069342692.1,470.21,19260817.0,2.0,0.833333,0.577568,0.577568
50.0,48.0,0.7,0.7,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.360043,0.154784,0.154784,0.622456,0.715087,0.715087,1195342260470452.5,1227378296245301.2,1227378296245301.2,371.78,19260817.0,2.0,0.768254,0.56499,0.56499
50.0,48.0,0.7,0.7,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.999982,0.061013,0.061013,0.003338,0.753711,0.753711,10398320103513.691,916826674837712.0,916826674837712.0,519.95,19260817.0,2.0,0.833333,0.535639,0.535639
50.0,48.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.995305,0.517572,0.517572,0.053314,0.540246,0.540246,45052786724366.7,592015156487751.6,592015156487751.6,368.33,19260817.0,2.0,0.833333,0.618449,0.618449
50.0,48.0,0.7,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.995436,0.516312,0.516312,0.052568,0.540951,0.540951,45648465114226.195,605436988218277.6,605436988218277.6,401.28,19260817.0,2.0,0.833333,0.58805,0.58805
50.0,12.0,0.55,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.795152,0.542004,0.542004,0.352167,0.526388,0.526388,267988436034670.78,491021509907698.6,491021509907698.6,72.32,19260817.0,2.0,0.665533,0.58805,0.58805
50.0,24.0,0.4,0.7,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.93871,0.513858,0.513858,0.192632,0.542321,0.542321,165417520753569.28,557031899087400.9,557031899087400.9,171.1,19260817.0,2.0,0.825397,0.569182,0.569182
50.0,24.0,0.55,0.55,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.958212,0.513754,0.513754,0.159059,0.542379,0.542379,144141745466178.12,589487148486472.8,589487148486472.8,169.2,19260817.0,2.0,0.832653,0.583857,0.583857
50.0,24.0,0.55,0.85,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.963177,0.511552,0.511552,0.149311,0.543606,0.543606,105701236083421.72,525596269219645.9,525596269219645.9,236.24,19260817.0,2.0,0.831973,0.563941,0.563941
